Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
734,Customer Support,Upwork,Expert,UK,Mobile Banking,28,3022,21.11,76.15,3.76,68,Fixed,70.3,61
735,App Development,Toptal,Intermediate,Europe,Crypto,225,7806,86.97,67.94,3.67,52,Hourly,19.61,144
736,App Development,Freelancer,Intermediate,Asia,Mobile Banking,298,3998,52.32,93.86,3.04,48,Hourly,76.67,170
737,App Development,Toptal,Intermediate,USA,Bank Transfer,14,6594,28.36,69.62,3.25,88,Hourly,33.02,285
738,Graphic Design,PeoplePerHour,Intermediate,Middle East,Crypto,169,2095,70.43,90.83,3.83,47,Fixed,56.36,296
739,Web Development,Fiverr,Intermediate,Middle East,PayPal,219,1677,89.73,71.96,3.99,60,Hourly,62.63,116
740,Content Writing,Freelancer,Expert,Australia,Mobile Banking,130,1538,65.07,68.85,3.81,73,Fixed,66.84,3
741,Graphic Design,PeoplePerHour,Intermediate,Middle East,Crypto,271,9177,38.0,73.13,4.06,3,Hourly,76.2,65
742,App Development,Freelancer,Beginner,Asia,Crypto,284,3613,50.91,65.07,4.19,9,Hourly,31.9,59
743,App Development,Toptal,Expert,Australia,Mobile Banking,92,9956,76.47,87.38,3.02,82,Fixed,70.1,392
744,Customer Support,Upwork,Expert,Asia,Bank Transfer,118,1852,11.41,75.14,3.93,83,Hourly,19.22,286
745,Digital Marketing,PeoplePerHour,Beginner,USA,Bank Transfer,25,9662,25.63,61.61,4.93,24,Hourly,59.35,344
746,App Development,Fiverr,Beginner,Canada,Bank Transfer,152,3641,48.95,94.98,4.04,4,Fixed,61.94,228
747,SEO,Toptal,Expert,Canada,Bank Transfer,249,3570,62.4,69.19,4.36,9,Fixed,57.44,99
748,App Development,PeoplePerHour,Intermediate,UK,Mobile Banking,270,5946,37.22,77.18,3.62,1,Hourly,27.66,118
749,Digital Marketing,Fiverr,Expert,USA,PayPal,221,7693,33.35,95.32,4.55,35,Fixed,71.11,68
750,App Development,PeoplePerHour,Expert,Middle East,Crypto,244,7091,8.93,81.21,4.55,74,Fixed,21.82,151
751,SEO,Toptal,Beginner,USA,Crypto,236,3361,8.1,55.84,4.04,12,Hourly,13.75,279
752,Content Writing,PeoplePerHour,Expert,Europe,Bank Transfer,236,2355,31.48,96.99,4.95,18,Fixed,60.22,220
753,Graphic Design,Freelancer,Intermediate,Canada,Mobile Banking,246,7925,55.4,81.39,3.25,78,Fixed,43.28,497
754,SEO,Toptal,Beginner,Middle East,PayPal,194,2017,57.86,66.75,3.03,10,Hourly,69.44,428
755,Digital Marketing,PeoplePerHour,Expert,Asia,PayPal,233,8059,51.93,56.96,4.54,74,Fixed,36.84,222
756,Graphic Design,Upwork,Expert,Asia,Crypto,70,5512,43.94,89.7,4.61,18,Fixed,21.78,164
757,Graphic Design,PeoplePerHour,Intermediate,Canada,Bank Transfer,283,6947,28.97,81.0,3.24,24,Hourly,68.55,441
758,Digital Marketing,Freelancer,Expert,USA,Crypto,273,3508,43.07,76.67,3.53,1,Hourly,48.42,210
759,Customer Support,Fiverr,Expert,Middle East,Crypto,213,8635,18.18,94.69,3.04,79,Fixed,23.24,278
760,Web Development,Fiverr,Expert,UK,PayPal,20,4828,15.95,89.43,3.59,72,Hourly,60.43,418
761,App Development,Fiverr,Expert,Asia,Mobile Banking,224,3780,33.49,57.58,4.55,82,Fixed,45.78,62
762,SEO,Upwork,Intermediate,USA,PayPal,261,4415,99.56,65.59,4.04,16,Fixed,52.3,373
763,Digital Marketing,Freelancer,Expert,UK,Crypto,272,7597,36.02,62.42,3.7,85,Fixed,42.26,369
764,Content Writing,Toptal,Expert,Middle East,Bank Transfer,233,77,93.96,87.2,3.74,15,Fixed,68.01,261
765,Data Entry,Fiverr,Expert,Canada,Bank Transfer,123,3541,42.26,51.68,3.0,62,Hourly,68.07,5
766,Digital Marketing,Freelancer,Beginner,Europe,Mobile Banking,182,6473,46.71,78.49,3.6,5,Hourly,59.66,247
767,App Development,PeoplePerHour,Intermediate,Australia,Mobile Banking,24,5351,80.72,88.12,4.29,45,Fixed,17.38,228
768,App Development,Upwork,Beginner,Canada,Mobile Banking,40,6210,13.9,93.84,4.95,52,Hourly,68.72,285
769,Graphic Design,Freelancer,Beginner,UK,Crypto,112,1223,22.32,67.1,4.69,71,Fixed,56.97,256
770,Graphic Design,Freelancer,Intermediate,USA,Crypto,193,388,97.51,91.06,3.05,7,Fixed,58.79,62
771,Digital Marketing,Toptal,Beginner,Asia,Mobile Banking,182,9310,53.06,55.53,4.8,27,Hourly,35.41,391
772,Data Entry,Freelancer,Beginner,Middle East,Bank Transfer,100,891,9.21,92.32,4.57,89,Hourly,71.55,27
773,Customer Support,Toptal,Beginner,Canada,Bank Transfer,24,343,9.5,56.37,4.56,86,Fixed,60.78,344
774,Digital Marketing,Upwork,Intermediate,Asia,Bank Transfer,168,9564,91.19,69.86,3.92,13,Hourly,17.88,416
775,Data Entry,Upwork,Expert,Asia,Crypto,101,6608,87.97,89.86,3.8,17,Fixed,38.54,52
776,Customer Support,PeoplePerHour,Intermediate,Europe,PayPal,147,1697,48.55,57.5,3.61,44,Hourly,72.05,251
777,Data Entry,Toptal,Intermediate,Middle East,Bank Transfer,66,4948,20.51,61.46,3.13,13,Hourly,13.3,37
778,App Development,Toptal,Intermediate,UK,Bank Transfer,246,4576,83.88,86.11,3.46,73,Fixed,77.3,307
779,App Development,Fiverr,Beginner,Middle East,Bank Transfer,242,5664,35.84,86.0,3.49,5,Hourly,57.54,333
780,App Development,Fiverr,Expert,Middle East,Mobile Banking,135,3851,44.81,82.06,3.97,33,Hourly,54.2,138
781,Content Writing,PeoplePerHour,Intermediate,USA,Crypto,97,8330,69.84,84.7,4.49,4,Fixed,28.94,385
782,App Development,Upwork,Intermediate,Australia,Mobile Banking,95,7426,38.57,77.14,3.95,26,Fixed,27.42,52
783,SEO,Fiverr,Expert,Asia,Mobile Banking,137,949,64.72,62.59,3.12,68,Fixed,75.94,93
784,Graphic Design,Freelancer,Expert,UK,PayPal,127,3527,89.1,67.28,4.92,16,Fixed,30.88,93
785,Graphic Design,Upwork,Expert,USA,Mobile Banking,122,1794,80.75,59.08,4.89,22,Fixed,64.29,451
786,Data Entry,Freelancer,Beginner,Asia,PayPal,202,6146,41.25,95.42,4.57,36,Fixed,37.52,460
787,Graphic Design,Toptal,Expert,Australia,Mobile Banking,286,2303,32.35,79.17,4.98,58,Hourly,19.75,262
788,Web Development,Upwork,Beginner,USA,Bank Transfer,5,1683,32.12,70.04,4.09,55,Fixed,10.75,485
789,Customer Support,PeoplePerHour,Intermediate,Australia,Crypto,215,7051,38.12,73.1,4.93,35,Fixed,48.1,322
790,Data Entry,Toptal,Beginner,Australia,Mobile Banking,267,7070,51.88,97.36,3.15,25,Fixed,78.3,136
791,Graphic Design,Toptal,Expert,Australia,PayPal,216,9103,44.58,57.67,3.73,72,Hourly,35.84,461
792,Web Development,Freelancer,Beginner,USA,Crypto,91,8199,17.64,79.31,3.45,81,Fixed,35.0,371
793,Customer Support,Toptal,Expert,Middle East,PayPal,157,4751,20.53,75.29,3.39,61,Fixed,34.09,446
794,Content Writing,Fiverr,Beginner,Australia,Bank Transfer,191,6785,37.58,80.57,3.28,18,Hourly,46.44,255
795,Graphic Design,Upwork,Intermediate,Middle East,Mobile Banking,65,1063,58.4,50.91,4.24,58,Hourly,40.85,394
796,Web Development,Fiverr,Beginner,Asia,Crypto,289,3349,61.3,93.61,4.56,76,Fixed,71.59,36
797,Digital Marketing,Freelancer,Intermediate,Asia,Bank Transfer,99,1556,51.19,96.61,4.16,57,Hourly,45.39,141
798,SEO,Freelancer,Expert,UK,Mobile Banking,278,4853,75.18,78.26,3.29,87,Hourly,45.54,146
799,Digital Marketing,Upwork,Intermediate,Europe,Mobile Banking,45,1027,75.04,84.83,4.62,63,Fixed,19.69,7
800,Web Development,Toptal,Expert,Middle East,PayPal,151,1867,45.62,96.12,4.27,12,Fixed,78.79,250
801,Data Entry,PeoplePerHour,Expert,Asia,PayPal,250,4951,16.82,85.36,3.78,11,Fixed,27.5,134
802,App Development,Freelancer,Intermediate,Europe,Bank Transfer,136,9190,55.37,57.63,4.35,13,Hourly,15.14,58
803,App Development,Upwork,Intermediate,Australia,PayPal,127,6848,41.24,78.81,3.52,35,Fixed,56.42,122
804,App Development,PeoplePerHour,Beginner,Europe,Bank Transfer,147,523,18.1,80.34,3.69,27,Hourly,51.68,446
805,Customer Support,Toptal,Beginner,Europe,Bank Transfer,186,617,98.27,71.21,4.83,89,Fixed,39.06,262
806,Data Entry,Freelancer,Intermediate,Australia,Bank Transfer,196,8016,40.13,86.82,3.58,67,Hourly,39.55,119
807,Customer Support,Upwork,Intermediate,Middle East,PayPal,211,2308,64.45,96.72,3.94,89,Fixed,64.95,438
808,Graphic Design,Upwork,Intermediate,Australia,Crypto,235,8170,51.56,96.28,4.78,45,Hourly,23.7,258
809,App Development,Upwork,Intermediate,UK,Bank Transfer,26,4360,18.57,72.54,4.42,74,Fixed,67.42,322
810,Digital Marketing,Freelancer,Expert,Canada,Crypto,84,2032,10.28,55.66,3.12,81,Fixed,55.41,17
811,Data Entry,PeoplePerHour,Intermediate,USA,Mobile Banking,134,1146,64.45,99.24,3.29,67,Fixed,39.33,300
812,Data Entry,Upwork,Intermediate,Australia,PayPal,296,6660,28.47,91.94,3.02,22,Hourly,42.06,352
813,App Development,Toptal,Intermediate,Australia,PayPal,280,3620,28.15,56.23,4.26,78,Hourly,27.97,484
814,Digital Marketing,Upwork,Intermediate,Europe,Crypto,59,6547,95.91,96.04,3.9,42,Fixed,62.65,91
815,Content Writing,PeoplePerHour,Expert,UK,Mobile Banking,70,3696,48.87,93.49,3.27,20,Hourly,45.9,163
816,Data Entry,Freelancer,Beginner,Asia,Mobile Banking,231,2469,7.8,75.94,4.92,48,Fixed,32.46,143
817,App Development,Upwork,Beginner,Asia,Bank Transfer,30,4329,37.29,79.56,4.06,18,Hourly,51.72,334
818,SEO,Upwork,Beginner,Europe,PayPal,257,723,60.53,69.95,3.48,77,Fixed,79.7,412
819,Web Development,Toptal,Beginner,Middle East,Mobile Banking,201,2852,36.21,52.74,4.0,70,Hourly,40.47,314
820,Customer Support,Toptal,Beginner,Australia,Mobile Banking,134,7362,7.55,66.76,4.36,74,Hourly,74.45,401
821,Graphic Design,Upwork,Expert,Australia,Bank Transfer,247,2419,47.21,90.14,3.15,6,Hourly,34.15,432
822,Data Entry,Upwork,Beginner,Europe,Bank Transfer,216,4580,15.06,50.23,3.55,39,Hourly,13.83,237
823,SEO,Toptal,Expert,Australia,Crypto,194,1116,63.82,66.67,4.61,11,Hourly,24.3,173
824,SEO,PeoplePerHour,Expert,Middle East,PayPal,294,5482,63.86,69.91,3.92,25,Fixed,39.31,82
825,Data Entry,Fiverr,Beginner,Canada,Mobile Banking,230,8123,8.59,76.87,4.09,55,Hourly,25.37,156
826,Content Writing,Fiverr,Beginner,USA,Crypto,250,737,32.61,95.99,3.87,84,Hourly,10.02,453
827,Web Development,Upwork,Beginner,USA,PayPal,60,118,44.3,67.32,3.09,58,Hourly,74.05,108
828,Graphic Design,Toptal,Intermediate,USA,Crypto,59,6824,57.28,67.35,3.33,37,Hourly,69.07,177
829,Data Entry,Freelancer,Expert,Canada,PayPal,280,469,33.13,86.88,3.89,16,Fixed,61.96,249
830,Customer Support,Freelancer,Beginner,Australia,PayPal,157,6941,32.34,72.61,3.42,70,Hourly,21.75,494
831,Graphic Design,Fiverr,Intermediate,Europe,Mobile Banking,57,5643,98.39,61.23,3.1,73,Hourly,18.43,252
832,Digital Marketing,PeoplePerHour,Expert,Asia,PayPal,115,6154,8.98,72.62,4.69,37,Fixed,14.73,54
833,SEO,Fiverr,Intermediate,UK,Bank Transfer,208,3942,98.96,57.04,4.96,53,Fixed,60.68,154
834,SEO,Upwork,Intermediate,Australia,Mobile Banking,116,489,9.54,58.82,4.59,87,Hourly,75.02,390
835,Data Entry,PeoplePerHour,Beginner,Canada,Bank Transfer,262,9528,32.39,74.92,4.71,16,Fixed,40.14,90
836,Data Entry,Freelancer,Expert,Middle East,Crypto,20,1258,51.9,70.95,3.48,18,Hourly,18.34,338
837,Customer Support,Toptal,Intermediate,Canada,Crypto,170,9320,18.61,95.74,4.92,19,Hourly,45.87,125
838,Digital Marketing,Toptal,Expert,Asia,PayPal,284,2613,17.81,68.12,3.39,44,Fixed,34.42,336
839,Content Writing,Upwork,Beginner,USA,PayPal,162,7516,29.35,79.03,4.9,2,Hourly,36.24,168
840,Data Entry,Fiverr,Expert,Australia,Bank Transfer,253,1303,97.48,81.61,4.99,58,Fixed,53.49,138
841,SEO,Upwork,Intermediate,Asia,Bank Transfer,185,3259,41.11,50.65,4.42,10,Fixed,60.31,4
842,Graphic Design,Toptal,Intermediate,USA,Bank Transfer,195,3599,58.77,83.18,4.96,76,Hourly,17.74,65
843,Web Development,Freelancer,Expert,UK,Crypto,143,664,71.91,58.9,4.14,46,Hourly,12.49,110
844,App Development,Toptal,Intermediate,Middle East,Bank Transfer,82,3128,75.51,98.05,3.52,82,Fixed,79.6,183
845,Graphic Design,PeoplePerHour,Intermediate,USA,Mobile Banking,54,3540,70.36,57.43,3.87,19,Hourly,26.29,267
846,Content Writing,Toptal,Intermediate,UK,Mobile Banking,89,3593,37.01,70.73,4.19,38,Fixed,13.77,169
847,Web Development,Toptal,Beginner,Canada,Crypto,187,8152,15.61,54.27,3.15,37,Fixed,23.29,361
848,Graphic Design,PeoplePerHour,Beginner,USA,Bank Transfer,187,1950,31.76,99.84,4.24,78,Fixed,12.73,243
849,Graphic Design,Fiverr,Intermediate,USA,Bank Transfer,8,5730,24.98,75.11,4.96,45,Fixed,37.43,330
850,Digital Marketing,Toptal,Expert,Europe,PayPal,115,6801,17.95,79.77,3.38,34,Hourly,66.17,137
851,App Development,Upwork,Beginner,Middle East,Mobile Banking,255,5912,7.33,53.35,4.59,2,Hourly,33.89,27
852,Customer Support,Toptal,Expert,Middle East,Crypto,137,1762,93.89,87.5,4.82,44,Hourly,41.09,6
853,Content Writing,Upwork,Intermediate,Asia,Bank Transfer,104,2379,92.5,60.5,4.89,83,Hourly,57.29,397
854,SEO,PeoplePerHour,Intermediate,Canada,PayPal,176,1244,9.79,94.9,4.92,27,Hourly,45.62,332
855,Digital Marketing,Toptal,Expert,Europe,Crypto,291,6831,21.44,60.26,4.04,48,Hourly,70.3,452
856,Web Development,PeoplePerHour,Beginner,Asia,Crypto,123,8212,18.25,59.53,4.95,7,Fixed,70.62,316
857,App Development,PeoplePerHour,Expert,UK,Mobile Banking,179,4956,31.72,51.83,4.51,27,Hourly,10.69,50
858,SEO,Fiverr,Expert,Asia,Bank Transfer,34,1428,24.39,73.6,3.32,85,Fixed,64.46,425
859,Digital Marketing,Toptal,Intermediate,UK,Crypto,59,9554,94.86,78.24,3.95,71,Fixed,42.25,135
860,App Development,Upwork,Beginner,Canada,PayPal,200,799,13.0,53.29,4.44,89,Fixed,79.22,177
861,Customer Support,Upwork,Expert,Middle East,PayPal,45,5342,25.11,88.78,3.49,18,Hourly,43.83,128
862,Content Writing,Toptal,Beginner,UK,Crypto,177,350,12.67,72.66,4.28,33,Fixed,79.08,196
863,Data Entry,Fiverr,Intermediate,Canada,PayPal,223,4745,98.14,76.22,4.33,33,Hourly,62.82,266
864,Customer Support,Fiverr,Beginner,Asia,Crypto,212,4674,92.25,72.04,3.33,25,Fixed,27.4,499
865,Data Entry,Fiverr,Intermediate,UK,PayPal,162,3887,73.08,70.04,4.13,14,Hourly,47.69,106
866,Web Development,Upwork,Beginner,Australia,Crypto,232,327,45.47,77.98,4.54,38,Hourly,79.45,47
867,Data Entry,PeoplePerHour,Expert,USA,Crypto,89,3967,23.07,57.76,4.0,38,Hourly,70.03,137
868,Digital Marketing,Fiverr,Intermediate,Asia,Crypto,177,7357,26.04,59.1,3.02,4,Hourly,16.82,398
869,Web Development,Upwork,Expert,Middle East,PayPal,249,2211,47.09,93.09,3.02,62,Hourly,59.45,102
870,SEO,Upwork,Intermediate,Asia,Crypto,177,1439,77.98,97.31,3.71,82,Fixed,34.19,46
871,Customer Support,PeoplePerHour,Beginner,Australia,Mobile Banking,216,8932,30.15,68.67,4.85,10,Hourly,10.49,476
872,Customer Support,Toptal,Beginner,Canada,Crypto,88,4782,34.53,63.54,3.46,35,Hourly,38.24,152
873,Content Writing,Toptal,Intermediate,Canada,Bank Transfer,177,3518,61.99,82.2,4.27,23,Fixed,26.43,367
874,Web Development,Fiverr,Intermediate,Asia,Bank Transfer,187,6191,27.58,70.44,3.44,89,Hourly,67.32,5
875,SEO,Fiverr,Intermediate,Australia,Mobile Banking,137,6019,60.5,51.27,3.64,65,Hourly,33.61,10
876,Customer Support,PeoplePerHour,Beginner,Asia,Crypto,292,3866,41.78,57.81,4.7,82,Hourly,67.93,16
877,Web Development,Fiverr,Intermediate,USA,Bank Transfer,266,9181,8.26,85.8,4.46,79,Hourly,10.04,142
878,Graphic Design,PeoplePerHour,Intermediate,USA,Crypto,286,5087,43.26,82.95,3.19,25,Hourly,31.55,271
879,Graphic Design,Upwork,Expert,Europe,Bank Transfer,297,6044,92.35,51.35,3.86,53,Fixed,26.88,311
880,Web Development,Fiverr,Intermediate,UK,PayPal,273,9988,32.85,61.1,3.06,84,Hourly,26.35,65
881,Customer Support,Upwork,Expert,Europe,PayPal,201,2501,35.67,61.55,3.96,17,Fixed,14.77,419
882,App Development,Freelancer,Expert,USA,Mobile Banking,29,74,11.26,83.59,4.32,57,Hourly,23.1,338
883,Data Entry,PeoplePerHour,Expert,Australia,Mobile Banking,145,6012,63.43,50.99,3.24,75,Fixed,48.89,421
884,Graphic Design,Freelancer,Beginner,UK,Crypto,227,2606,85.68,55.21,3.58,77,Fixed,30.4,497
885,App Development,Fiverr,Expert,Australia,Mobile Banking,24,7682,38.53,90.0,3.8,89,Fixed,39.22,468
886,App Development,Upwork,Intermediate,Europe,Crypto,251,110,27.82,58.93,4.84,20,Hourly,36.38,330
887,Content Writing,Fiverr,Beginner,Canada,PayPal,205,7725,95.88,82.64,4.99,25,Hourly,71.31,255
888,SEO,Freelancer,Beginner,Australia,PayPal,119,172,75.78,61.91,3.09,42,Fixed,73.37,488
889,Digital Marketing,Fiverr,Beginner,Europe,Bank Transfer,193,5666,58.88,54.97,4.52,45,Hourly,44.51,126
890,Graphic Design,Toptal,Beginner,Europe,Crypto,30,1236,34.03,62.16,3.74,31,Hourly,33.11,130
891,Web Development,Freelancer,Beginner,Europe,PayPal,58,5208,25.98,86.11,3.78,65,Fixed,17.48,481
892,Data Entry,Fiverr,Beginner,Canada,PayPal,174,7914,73.0,92.78,4.51,52,Hourly,76.74,17
893,Digital Marketing,Upwork,Beginner,Canada,Crypto,15,9972,54.57,91.51,4.84,80,Fixed,14.22,206
894,SEO,Fiverr,Expert,Asia,Bank Transfer,31,4139,54.46,69.86,4.9,21,Hourly,30.84,88
895,App Development,Upwork,Intermediate,Canada,Bank Transfer,87,2522,12.0,83.4,4.15,30,Fixed,30.86,437
896,SEO,Toptal,Intermediate,UK,Bank Transfer,294,7500,53.66,60.25,3.71,3,Hourly,32.43,497
897,Customer Support,Fiverr,Expert,Canada,Bank Transfer,42,3014,83.16,64.66,4.58,70,Hourly,21.5,242
898,Graphic Design,Toptal,Expert,Canada,PayPal,91,8154,94.95,94.82,3.5,43,Fixed,64.82,462
899,SEO,Freelancer,Beginner,Canada,Crypto,160,1360,15.13,50.65,4.13,29,Fixed,18.57,349
900,SEO,Upwork,Beginner,Australia,Crypto,290,8396,64.96,54.28,3.72,3,Hourly,54.44,16
901,Data Entry,Freelancer,Expert,Canada,PayPal,190,2262,58.99,60.39,4.31,58,Fixed,18.67,465
902,Customer Support,Upwork,Beginner,UK,PayPal,186,9504,89.58,51.33,3.48,33,Fixed,14.94,222
903,Customer Support,Toptal,Intermediate,Europe,PayPal,147,6842,76.37,59.07,3.38,75,Fixed,73.66,369
904,App Development,PeoplePerHour,Intermediate,Australia,Mobile Banking,210,9604,96.7,79.15,4.84,45,Fixed,23.31,362
905,Data Entry,Fiverr,Beginner,USA,Crypto,146,9179,96.2,71.07,3.2,69,Fixed,67.49,209
906,Data Entry,Toptal,Beginner,Canada,Crypto,189,8753,26.44,94.63,4.01,32,Hourly,48.12,98
907,Web Development,Upwork,Beginner,Asia,Crypto,245,8428,73.91,90.87,3.44,82,Fixed,15.45,12
908,SEO,Upwork,Intermediate,Asia,Bank Transfer,12,1895,55.4,67.09,3.08,84,Fixed,76.88,318
909,SEO,Upwork,Beginner,Europe,PayPal,76,7710,25.39,62.97,3.07,52,Fixed,27.29,269
910,Customer Support,Upwork,Expert,Europe,PayPal,292,1752,23.51,68.98,3.35,64,Fixed,70.18,186
911,SEO,Fiverr,Beginner,Australia,PayPal,99,440,12.7,79.51,4.73,40,Hourly,21.82,419
912,Content Writing,Freelancer,Expert,Asia,Mobile Banking,161,704,80.58,63.4,3.56,13,Fixed,69.78,273
913,Data Entry,PeoplePerHour,Beginner,USA,Crypto,45,5885,35.83,81.21,4.9,80,Hourly,10.93,132
914,Digital Marketing,Fiverr,Beginner,Middle East,PayPal,273,4321,86.41,70.47,4.16,89,Hourly,45.82,13
915,Customer Support,Upwork,Intermediate,Asia,Mobile Banking,159,9005,62.79,77.6,3.87,74,Fixed,63.86,280
916,Graphic Design,Fiverr,Expert,Asia,PayPal,279,3450,69.0,71.81,4.16,29,Fixed,75.44,43
917,Customer Support,Toptal,Expert,UK,Bank Transfer,158,5369,32.71,64.72,4.03,63,Hourly,73.64,376
918,App Development,Upwork,Expert,Middle East,Crypto,57,6782,48.44,97.42,4.52,84,Hourly,67.37,294
919,Digital Marketing,PeoplePerHour,Intermediate,Europe,Mobile Banking,183,6724,44.17,88.18,3.56,26,Hourly,72.17,395
920,App Development,Upwork,Expert,Middle East,PayPal,244,1135,27.39,57.01,3.71,59,Fixed,23.95,103
921,Web Development,PeoplePerHour,Intermediate,Asia,Crypto,141,5496,84.09,93.42,4.79,49,Hourly,29.89,444
922,Web Development,PeoplePerHour,Beginner,Europe,Mobile Banking,259,4426,64.1,74.37,4.89,53,Fixed,30.23,61
923,App Development,Freelancer,Beginner,Middle East,Crypto,228,2013,8.56,94.73,4.79,88,Hourly,36.39,52
924,SEO,Freelancer,Expert,Europe,Crypto,184,5227,82.89,89.99,3.84,31,Hourly,37.53,308
925,Digital Marketing,Fiverr,Beginner,Europe,Bank Transfer,186,4622,15.07,71.26,4.56,12,Fixed,48.12,411
926,SEO,Fiverr,Beginner,Australia,Crypto,263,7593,43.35,51.12,3.95,58,Fixed,21.19,418
927,Customer Support,PeoplePerHour,Expert,USA,Mobile Banking,247,8957,59.27,63.43,4.0,36,Hourly,58.39,117
928,Content Writing,Upwork,Beginner,Europe,Crypto,100,292,5.73,77.08,3.41,10,Fixed,21.73,320
929,Web Development,Toptal,Expert,UK,Mobile Banking,201,6560,67.03,81.67,4.18,6,Fixed,31.72,130
930,Web Development,Toptal,Expert,Asia,Crypto,18,3965,67.67,62.89,3.37,7,Hourly,45.23,298
931,Digital Marketing,Upwork,Beginner,Asia,PayPal,124,9765,66.99,56.97,3.66,31,Fixed,65.75,305
932,Web Development,Upwork,Beginner,UK,Bank Transfer,273,887,20.53,91.75,4.71,72,Fixed,61.76,198
933,Content Writing,Freelancer,Beginner,Canada,PayPal,175,3373,29.29,99.22,3.41,3,Hourly,55.19,392
934,Content Writing,Toptal,Beginner,Europe,Bank Transfer,76,3003,28.5,76.28,3.14,47,Hourly,20.9,35
935,Content Writing,PeoplePerHour,Beginner,Europe,Mobile Banking,183,9587,96.21,58.58,3.14,85,Fixed,48.29,278
936,Graphic Design,Fiverr,Intermediate,Europe,Bank Transfer,174,1482,11.42,63.62,4.88,1,Fixed,16.12,215
937,Content Writing,Freelancer,Beginner,Middle East,Crypto,163,6904,45.73,50.92,4.01,45,Fixed,36.42,73
938,Content Writing,Toptal,Intermediate,Europe,Crypto,158,7705,87.77,95.71,3.82,54,Hourly,38.95,305
939,Graphic Design,Upwork,Expert,Europe,PayPal,86,8481,78.1,55.89,4.62,50,Hourly,12.79,54
940,SEO,Toptal,Beginner,UK,Bank Transfer,61,8380,83.13,78.83,4.67,79,Fixed,29.18,495
941,Customer Support,PeoplePerHour,Beginner,USA,Mobile Banking,11,8661,97.37,63.7,3.66,7,Fixed,76.9,380
942,Data Entry,Freelancer,Beginner,USA,Mobile Banking,116,353,41.79,77.71,4.39,63,Fixed,76.75,11
943,Web Development,Upwork,Expert,Canada,Crypto,52,2212,34.42,82.57,4.54,15,Hourly,34.66,82
944,Content Writing,PeoplePerHour,Intermediate,UK,Mobile Banking,84,6536,7.91,91.49,4.31,89,Hourly,13.02,31
945,Web Development,Fiverr,Intermediate,Europe,Crypto,37,4152,19.25,60.32,3.3,67,Fixed,22.54,407
946,Digital Marketing,Freelancer,Beginner,USA,Crypto,119,6924,58.39,50.55,4.75,30,Fixed,37.46,85
947,Web Development,PeoplePerHour,Beginner,Australia,Crypto,7,1218,19.98,56.84,4.08,78,Fixed,76.34,450
948,App Development,PeoplePerHour,Beginner,Australia,PayPal,8,465,74.95,95.0,3.56,68,Fixed,19.88,231
949,SEO,Upwork,Beginner,Australia,PayPal,264,5293,8.54,93.69,3.85,36,Hourly,63.45,410
950,Customer Support,Fiverr,Expert,Europe,Crypto,46,199,29.65,79.87,3.08,67,Fixed,17.61,444
951,Graphic Design,PeoplePerHour,Beginner,Europe,Crypto,13,6574,71.07,80.03,3.26,5,Fixed,78.69,274
952,Web Development,Freelancer,Expert,Canada,Crypto,149,5949,29.27,83.25,4.53,25,Hourly,36.71,200
953,Web Development,PeoplePerHour,Beginner,Asia,Mobile Banking,101,888,74.23,58.77,3.0,11,Fixed,64.27,50
954,Web Development,Toptal,Intermediate,Canada,Crypto,280,6194,99.61,95.72,3.83,72,Fixed,33.98,319
955,Data Entry,Freelancer,Intermediate,Canada,Crypto,146,9938,80.72,70.94,4.05,66,Fixed,53.94,255
956,Data Entry,Freelancer,Beginner,Middle East,Bank Transfer,282,9663,37.47,69.16,3.11,28,Fixed,23.44,240
957,Digital Marketing,PeoplePerHour,Beginner,Australia,Bank Transfer,31,7516,90.56,75.95,4.95,60,Fixed,20.22,204
